route_id,service_id,trip_id,trip_short_name
810,2,10255,R
810,18,10253,R
61,2,10111,R-E
844,2,10183,R-E
811,2,10349,R
797,8,10237,R
845,2,10050,R-E
811,2,10353,R
69,2,10130,R-E
17,92,10407,R
796,2,10356,R
795,28,10258,R
810,86,10259,R
795,8,10248,R
803,2,10274,R
846,2,10320,R
803,2,10286,R
811,2,10367,R
847,2,10165,R
797,2,10221,R
73,2,10565,R
73,7,10567,R
848,7,10619,R
849,2,10506,R-E
850,2,10764,R
851,2,10646,R
852,7,10579,R
853,2,10518,R-E
504,2,10609,R
125,18,10737,R
854,8,10527,R
855,139,10572,R
848,2,10627,R
848,2,10621,R
73,2,10557,R
850,2,10762,R
856,2,10522,R
571,7,10668,R
46,2,10562,R
857,2,10616,R
858,2,10633,R
850,2,10760,R
504,2,10605,R
21,2,10692,R
859,2,10519,R-E
860,2,10769,R
64,18,10734,R
21,2,10684,R
159,2,10689,R
861,2,10603,R
862,2,10636,R
400,2,10665,R
848,7,10625,R
125,2,10733,R
400,2,10671,R
159,51,14141,R
46,2,10558,R
863,7,10622,R
864,7,10507,R-E
159,2,10687,R
627,2,10608,R
865,2,10735,R
850,2,10766,R
197,2,10673,R
866,2,10528,R
46,2,10556,R
863,2,10624,R
867,86,10529,R
851,2,10644,R
21,2,10688,R
868,7,10564,R
249,7,10580,R
73,28,14125,R
869,2,10516,R-E
571,7,10662,R
159,2,10691,R
73,7,10569,R
571,2,10670,R
627,2,14120,R
863,2,10626,R
400,2,10669,R
73,2,10563,R
856,2,14100,R
865,43,10739,R
850,2,10768,R
870,2,10645,R
863,2,10618,R
46,3,10550,R
13,2,10610,R
871,7,10578,R
249,2,10582,R
872,2,10533,R
848,2,10617,R
13,2,10606,R
856,2,10520,R
863,2,10620,R
873,2,10634,R
197,7,10675,R
208,2,10583,R
874,2,10535,R
856,2,10524,R
571,2,10660,R
875,2,10515,R-E
747,2,10607,R
163,2,10674,R
571,2,10664,R
73,2,10559,R
854,2,10525,R
876,140,10614,R
877,43,10736,R
208,7,10581,R
46,2,10552,R
878,2,10514,R-E
46,2,10554,R
879,2,10508,R-E
159,2,10685,R
877,2,10738,R
13,2,10602,R
880,123,10511,R-E
249,2,10584,R
873,2,10632,R
73,141,10561,R
860,2,10767,R
21,2,10690,R
870,2,10643,R
871,7,10576,R
867,2,10521,R
571,2,10666,R
400,7,10667,R
854,2,10523,R
627,2,10604,R
848,2,10629,R
865,2,10731,R
208,2,10585,R
400,2,10661,R
881,2,10512,R-E
504,51,14121,R
64,2,10732,R
882,2,14122,R
883,2,10513,R-E
848,2,10623,R
73,2,10553,R
884,2,10517,R-E
885,2,10534,R
159,2,10693,R
163,7,10676,R
852,7,10577,R
21,2,10686,R
864,2,10509,R-E
886,51,14140,R
887,2,10531,R
888,2,10551,R
851,2,10642,R
889,2,10635,R
860,2,10765,R
860,2,10763,R
400,2,10663,R
877,2,10730,R
46,141,10560,R
571,2,10672,R
860,2,10761,R
870,2,10641,R
890,139,10573,R
889,2,10637,R
891,31,11506,IR
892,142,11504,IR-N
893,143,11508,IR
894,144,11505,IR
895,145,11534,IR
893,146,11510,IR
895,104,11532,IR
896,104,11525,IR
897,104,11533,IR
897,145,11537,IR
898,147,11502,IR-N
896,148,11521,IR
899,149,11501,IR-N
900,145,11520,IR
900,104,11522,IR
895,145,11538,IR
901,150,11500,IR-N
895,104,11536,IR
897,145,11531,IR
897,104,11535,IR
902,2,11631,R-E
903,90,11683,IR
904,151,11616,R-E
905,2,11632,R-E
906,151,11611,R-E
907,90,11682,IR
908,2,11613,R-E
905,94,11636,R-E
907,152,11684,IR
905,2,11634,R-E
904,2,11614,R-E
909,2,11615,R-E
902,94,11633,R-E
910,2,11612,R-E
903,152,11681,IR
911,2,11635,R-E
912,2,11363,R
913,2,11442,R
914,2,11447,R
915,2,11033,R-E
916,2,11350,R
917,2,11323,R
918,2,11434,R
916,2,11344,R
919,2,11209,R
920,2,11411,R
921,2,11202,R
922,2,11462,R-E
923,2,11109,R
924,2,11343,R
925,2,11425,R
926,2,11376,R
927,2,11279,R
928,2,11107,R
929,2,11475,R
930,2,11445,R
931,2,11317,R
912,2,11365,R
925,2,11427,R
932,2,11486,R
915,2,11039,R-E
933,2,11393,R
934,2,11182,R
933,2,11391,R
935,2,11392,R
924,2,11335,R
925,2,11429,R
927,2,11271,R
931,2,11321,R
936,2,14230,R
937,2,11378,R
938,2,11276,R
939,2,11441,R
916,2,11346,R
940,2,11402,R
941,2,11103,R
942,2,11014,R
919,2,11211,R
933,2,11399,R
943,2,11058,R-E
944,2,11422,R
945,2,11178,R
946,2,11168,R
940,2,11404,R
940,2,11408,R
947,2,11148,R
948,2,11301,R
949,2,11491,R
916,2,11348,R
950,2,11081,R-E
951,2,11030,R-E
952,2,11366,R
920,2,11405,R
932,2,11480,R
953,2,11020,R
933,2,11389,R
929,2,11483,R
954,2,11461,R-E
916,2,11340,R
955,2,14244,R
932,2,11484,R
956,2,11106,R
957,2,11147,R
957,2,11145,R
924,2,11355,R
958,2,11318,R
936,2,11122,R
959,2,11208,R
915,2,11037,R-E
960,2,11443,R
924,2,11349,R
961,2,11101,R
962,2,11364,R
940,2,11400,R
916,2,11342,R
940,2,11410,R
925,2,11431,R
938,2,11274,R
916,2,11334,R
938,2,11278,R
918,2,11430,R
924,2,11337,R
940,2,11406,R
116,2,11454,R
937,2,11374,R
963,2,11127,R
108,2,11360,R
915,2,11031,R-E
932,2,11474,R
935,2,11396,R
964,2,11187,R
919,2,11207,R
929,2,11485,R
924,2,11347,R
959,2,11212,R
963,2,14231,R
935,2,11388,R
953,2,11016,R
924,2,11345,R
965,153,11080,IR
916,2,11356,R
926,2,11372,R
919,2,11213,R
916,2,11338,R
966,2,11181,R
926,2,11384,R
925,2,11433,R
912,2,11361,R
967,2,11012,R
959,2,11200,R
920,2,11401,R
924,2,11333,R
929,2,11487,R
920,2,11409,R
374,2,11455,R
918,2,11432,R
968,2,11063,R-E
936,2,11124,R
969,2,11161,R
932,2,11478,R
970,2,11302,R
969,2,11171,R
971,2,11062,R-E
946,2,11160,R
972,2,11164,R
947,2,11146,R
973,154,11084,IR
974,2,11322,R
962,2,11362,R
975,2,11028,R-E
976,2,14245,R
918,2,11426,R
963,2,11123,R
914,2,11449,R
964,2,11189,R
929,2,11489,R
925,2,11423,R
977,2,11201,R
935,2,11398,R
975,2,11038,R-E
924,2,11357,R
938,2,11280,R
937,2,11382,R
945,2,14234,R
945,2,11162,R
978,153,11088,IR
927,2,11275,R
979,2,11019,R
927,2,11277,R
980,2,11065,R-E
945,2,11174,R
981,2,11446,R
938,2,11270,R
916,2,11352,R
982,2,11367,R
983,2,11108,R
919,2,11203,R
929,2,11477,R
916,2,11332,R
956,2,14236,R
935,2,11390,R
915,2,11029,R-E
984,2,11105,R
974,2,11312,R
924,2,11351,R
929,2,11481,R
985,2,11440,R
986,2,11435,R
946,2,11176,R
972,2,11172,R
920,2,11413,R
933,2,11395,R
959,2,11204,R
987,2,11011,R
931,2,11315,R
916,2,11336,R
952,2,11368,R
986,2,11437,R
988,2,11054,R-E
932,2,11476,R
945,2,11170,R
920,2,11403,R
930,2,11451,R
989,2,11018,R
959,2,11210,R
948,2,11303,R
933,2,11397,R
958,2,11316,R
938,2,11272,R
964,2,11183,R
916,2,11330,R
924,2,11331,R
987,2,11017,R
935,2,11394,R
956,2,11104,R
956,2,11102,R
985,2,11444,R
927,2,11281,R
919,2,11205,R
957,2,11143,R
374,2,11453,R
958,2,11310,R
957,2,11149,R
990,2,11314,R
959,2,11206,R
971,2,11064,R-E
988,2,11052,R-E
926,2,11380,R
929,2,11479,R
991,2,11185,R
975,2,11034,R-E
992,2,11473,R
936,2,11120,R
924,2,11339,R
992,2,11471,R
993,2,11126,R
937,2,11370,R
994,154,11086,IR
940,2,11412,R
995,2,11082,R-E
924,2,11341,R
924,2,11353,R
915,2,11035,R-E
920,2,11407,R
945,2,11166,R
931,2,11311,R
963,2,11121,R
918,2,11428,R
947,2,11140,R
963,2,11125,R
996,51,14291,R
974,2,11320,R
997,2,11184,R
947,2,11142,R
947,2,11144,R
943,2,11056,R-E
979,2,11015,R
970,2,11300,R
998,2,11180,R
932,2,11482,R
917,2,11313,R
932,2,11470,R
932,2,11472,R
996,2,11013,R
934,2,11186,R
975,2,11032,R-E
917,2,11319,R
999,2,11273,R
916,2,11354,R
1000,2,11450,R
913,2,11448,R
957,2,11141,R
944,2,11424,R
1001,2,11100,R
975,2,11036,R-E
946,2,11158,R
997,2,14232,R
